Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed,Parsimony,FC_0h,FC_4h,FC_6h,FC_12h,pvalue_ttest_12h_vs_0h
YHR005C-A,TIM10,"Essential protein of the mitochondrial intermembrane space, forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane",1522,4,C,UR,1,0.465111662,0.41945004,0.410031785,0.008341367
YLR421C,RPN13,Subunit of the 19S regulatory particle of the 26S proteasome lid; acts as a ubiquitin receptor for the proteasome; null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability,604,13,C,UR,1,0.872242211,0.941796804,0.863157334,0.008347672
YJL217W,REE1,"Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle",554,8,C,UR,1,0.828334761,0.83615719,0.849456248,0.008363634
YBL030C,PET9,"Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation",2636,26,C,UR,1,1.05435482,0.849849592,0.770699961,0.00842283
YHR029C,YHI9,"Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production",437,9,C,UR,1,0.664206963,0.736007792,0.742231454,0.008439935
YMR243C,ZRC1,"Vacuolar membrane zinc transporter, transports zinc from the cytosol into the vacuole for storage; also has a role in resistance to zinc shock resulting from a sudden influx of zinc into the cytoplasm",2905,8,C,UR,1,2.004032471,1.550714513,1.391735772,0.008448858
YMR266W,RSN1,Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane,979,5,C,UR,1,3.595985374,2.299572607,1.807836012,0.008450793
YER139C,RTR1,CTD phosphatase; dephosphorylates S5-P in the C-terminal domain of Rpo21p; has a cysteine-rich motif required for function and conserved in eukaryotes; shuttles between the nucleus and cytoplasm,2845,4,C,UR,1,1.120534237,1.205568921,1.281819785,0.008492805
YDR512C,EMI1,"Non-essential protein required for transcriptional induction of the early meiotic-specific transcription factor IME1, also required for sporulation; contains twin cysteine-x9-cysteine motifs",2744,1,C,UR,1,0.540951422,0.619661659,0.648715234,0.00851336
YDR167W,TAF10,"Subunit (145 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification",3568,2,C,UR,1,0.685570617,0.702873708,0.613408241,0.008514576
YNL124W,NAF1,"RNA-binding protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p",853,3,C,UR,1,1.173970185,0.928916195,0.760771848,0.008516057
YFL028C,CAF16,Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator,1581,7,C,UR,1,1.253711073,1.203346876,1.263388394,0.008518365
YDR514C,YDR514C,Protein of unknown function that localizes to mitochondria; overexpression of YDR514C affects endocytic protein trafficking,3849,4,C,UR,1,2.138475238,1.648785005,1.548318904,0.008521034
YOR276W,CAF20,"Phosphoprotein of the mRNA cap-binding complex involved in translational control, repressor of cap-dependent translation initiation, competes with eIF4G for binding to eIF4E",2335,8,C,UR,1,0.862352743,0.844806025,0.752842951,0.008552341
YLR423C,ATG17,"Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells",2791,1,C,UR,1,1.059220673,1.184137381,1.419484434,0.008554535
YMR301C,ATM1,"Mitochondrial inner membrane ATP-binding cassette (ABC) transporter, exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol",1157,4,C,UR,1,2.042290468,1.85815813,1.645851898,0.00857176
YGL180W,ATG1,Protein ser/thr kinase required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; structurally required for phagophore assembly site formation; during autophagy forms a complex with Atg13p and Atg17p,2730,1,C,UR,1,2.819560043,3.373166983,3.97415943,0.008638148
YOR189W,IES4,Component of the INO80 chromatiin remodeling complex and target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses,3440,2,C,UR,1,0.769681619,0.820187305,0.750528346,0.008640775
YKR027W,BCH2,"Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane",87,4,C,UR,1,2.209285423,2.082869235,2.013855456,0.008657249
YBR041W,FAT1,Very long chain fatty acyl-CoA synthetase and long chain fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids,259,3,C,UR,1,1.168448379,1.186982481,1.309236568,0.008662031
YBR003W,COQ1,"Hexaprenyl pyrophosphate synthetase, catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis",1470,1,C,UR,1,0.605401204,0.574124862,0.587368043,0.008673565
YBR137W,YBR137W,Protein of unknown function; localized to the cytoplasm; binds to Replication Protein A (RPA); also interacts with Sgt2p; YBR137W is not an essential gene,2714,5,C,UR,1,0.598145884,0.746701535,0.805574646,0.00867662
YLR305C,STT4,"Phosphatidylinositol-4-kinase that functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization",1097,7,C,UR,1,2.342935718,1.927213978,1.746113879,0.008714761
YBR273C,UBX7,UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p,2179,12,C,UR,1,1.171417361,1.251983663,1.279791193,0.008727372
YMR102C,YMR102C,Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; YMR102C is not an essential gene,2415,1,C,UR,1,0.864953185,1.130612054,1.552478722,0.008739287
YKR065C,PAM17,Constituent of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 complex,3647,4,C,UR,1,0.884029365,0.86561198,0.810575602,0.008762376
YKL179C,COY1,Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function,286,15,C,UR,1,0.926070032,1.149748742,1.223193736,0.008792295
YMR006C,PLB2,Phospholipase B (lysophospholipase) involved in phospholipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine,1353,8,C,UR,1,1.412373531,1.307888835,1.135605414,0.008799719
YLR408C,BLS1,Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; green fluorescent protein (GFP)-fusion protein localizes to the endosome; YLR408C is not an essential gene,4157,1,C,UR,1,0.5930051,0.721477347,0.689322071,0.008824865
YOR290C,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p,318,6,C,UR,1,1.512830325,1.282783521,1.278847914,0.008837266
YDL095W,PMT1,"Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein Ser/Thr residues; 1 of 7 related proteins involved in O-glycosylation which is essential for cell wall rigidity; involved in ER quality control",3057,9,C,UR,1,2.311328268,1.793334497,1.366861079,0.008853867
YGL200C,EMP24,Component of the p24 complex; binds to GPI anchor proteins and mediates their efficient transport from the ER to the Golgi; integral membrane protein that associates with endoplasmic reticulum-derived COPII-coated vesicles,1495,10,C,UR,1,0.813567493,0.704106866,0.65930802,0.009094458
YPL003W,ULA1,"Protein that acts together with Uba3p to activate Rub1p before its conjugation to proteins (neddylation), which may play a role in protein degradation",3425,1,C,UR,1,1.940913059,1.793057941,2.293361292,0.009095346
YLR250W,SSP120,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,1369,8,C,UR,1,0.67069439,0.694198607,0.434830943,0.009121907
YNL178W,RPS3,"Protein component of the small (40S) ribosomal subunit, has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; has similarity to E. coli S3 and rat S3 ribosomal proteins",200,62,C,UR,1,1.092377085,0.967995174,0.927304672,0.009343421
YGR136W,LSB1,"Protein containing an N-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization",2638,6,C,UR,1,1.145010564,1.123163784,0.810314222,0.009351297
YEL032W,MCM3,Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex,168,17,C,UR,1,1.19971703,1.042035705,0.749872719,0.009352946
YDL156W,YDL156W,"Putative protein of unknown function; protein sequence contains three WD domains (WD-40 repeat); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; potential regulatory target of Mbp1p, which binds to the YDL156W promoter region",680,8,C,UR,1,0.96914069,0.903488,0.786044991,0.009362413
YGR282C,BGL2,"Endo-beta-1,3-glucanase, major protein of the cell wall, involved in cell wall maintenance",118,26,C,UR,1,0.728463621,0.923832388,1.151881857,0.009372407
YOL109W,ZEO1,Peripheral membrane protein of the plasma membrane that interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria,417,20,C,UR,1,0.502073824,0.650496591,0.685065385,0.009376398
YML055W,SPC2,"Subunit of signal peptidase complex (Spc1p, Spc2p, Spc3p, Sec11p), which catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC25",3167,3,C,UR,1,1.764772974,1.482609195,1.568012594,0.009408194
YNR051C,BRE5,"Ubiquitin protease cofactor, forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A",1734,22,C,UR,1,1.379493219,1.259557006,1.189399149,0.009446689
YMR215W,GAS3,"Low abundance, possibly inactive member of the GAS family of GPI-containing proteins; putative 1,3-beta-glucanosyltransferase with similarity to other GAS family members; localizes to the cell wall; mRNA induced during sporulation",301,12,C,UR,1,0.971732147,0.898288532,0.71696541,0.009488595
YGR284C,ERV29,"Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo",3111,5,C,UR,1,2.429320308,2.090802465,1.979226484,0.009553321
YPR048W,TAH18,"Conserved NAPDH-dependent diflavin reductase, component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; transfers electrons from NADPH to the Fe-S cluster of Dre2p; plays a pro-death role under oxidative stress",3382,1,C,UR,1,5.600301185,4.487900708,4.424203645,0.009574226
YDR099W,BMH2,"14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",1333,61,C,UR,1,0.700825056,0.81279799,0.883233148,0.00958078
YMR211W,DML1,"Essential protein involved in mtDNA inheritance, may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family",1041,1,C,UR,1,0.782377106,0.861407342,0.835316346,0.009596319
YDR163W,CWC15,"Non-essential protein involved in pre-mRNA splicing, component of a complex containing Cef1p; has similarity to S. pombe Cwf15p",3838,2,C,UR,1,1.023643205,0.811416979,0.670880171,0.009604872
YNL073W,MSK1,"Mitochondrial lysine-tRNA synthetase, required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)",2708,2,C,UR,1,1.004161107,1.059188817,1.240882488,0.009669529
YNL311C,SKP2,"F-box protein of unknown function predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes, based on co-purification experiments",3791,1,C,UR,1,2.346668338,1.895328113,1.626324785,0.009688238
YCR034W,FEN1,"Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway",3806,2,C,UR,1,7.246513527,3.994301772,2.170646306,0.009689452
YKR074W,AIM29,Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss,1984,4,C,UR,1,0.628116115,0.67905672,0.706800563,0.009704804
YLR417W,VPS36,Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome,2200,5,C,UR,1,1.023516242,1.245107816,1.408586059,0.009766599
YBL037W,APL3,"Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport",3506,3,C,UR,1,2.072809666,1.776959022,1.595469897,0.009770469
YFR028C,CDC14,"Protein phosphatase required for mitotic exit; located in the nucleolus until liberated by the FEAR and Mitotic Exit Network in anaphase, enabling it to act on key substrates to effect a decrease in CDK/B-cyclin activity and mitotic exit; required for meiosis I spindle disassembly; released from nucleolus upon entry into anaphase I of meiosis, resequestered in metaphase II, then released again upon entry into anaphase II; maintained in nucleolus by Cdc55p in early meiosis",2741,4,C,UR,1,1.342060537,1.277802785,1.327735265,0.009788232
YKL069W,YKL069W,"Methionine-R-sulfoxide reductase, reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress",2671,4,C,UR,1,1.033925499,1.183836279,1.258299581,0.009796524
YPR033C,HTS1,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome,524,37,C,UR,1,1.340274138,1.309644561,1.169069408,0.009800797
YBR267W,REI1,"Cytoplasmic pre-60S factor; required for the correct recycling of shuttling factors Alb1, Arx1 and Tif6 at the end of the ribosomal large subunit biogenesis; involved in bud growth in the mitotic signaling network",1053,4,C,UR,1,1.467362312,1.033509482,0.718712967,0.009801187
YLR392C,ART10,Protein of unknown function that contains 2 PY motifs and is ubiquinated by Rsp5p; overexpression confers resistance to arsenite; green fluorescent protein (GFP)-fusion protein localizes it to the cytoplasm; non-essential gene,3016,2,C,UR,1,1.714619517,1.753649172,1.948569754,0.00981237
YDR255C,RMD5,"Conserved protein that has an E3-like ubiquitin ligase activity necessary for polyubiquitination and degradation of the gluconeogenic enzyme fructose-1,6-bisphosphatase; also required for sporulation; has a degenerate RING finger domain",2646,1,C,UR,1,1.224094753,1.243916345,1.698956955,0.00983057
YBL091C,MAP2,"Methionine aminopeptidase, catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p",1675,17,C,UR,1,0.823160726,0.853971495,0.873046265,0.009845249
YBR227C,MCX1,Mitochondrial matrix protein; putative ATP-binding chaperone with non-proteolytic function; similar to bacterial ClpX proteins,1717,9,C,UR,1,0.718850963,0.769680263,0.729606247,0.009845568
YLR043C,TRX1,"Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance",425,18,C,UR,1,0.619607933,0.679261192,0.612777155,0.00985522
YOR140W,SFL1,"Transcriptional repressor and activator; involved in repression of flocculation-related genes, and activation of stress responsive genes; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p",130,5,C,UR,1,0.809469556,0.779332834,0.673892713,0.009879163
YJR111C,YJR111C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria,4041,1,C,UR,1,1.656689838,1.387357243,1.615970309,0.009886658
YGL254W,FZF1,"Transcription factor involved in sulfite metabolism, sole identified regulatory target is SSU1, overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers",233,2,C,UR,1,1.80445975,1.686382786,1.707843876,0.009891214
YKL054C,DEF1,"RNAPII degradation factor, forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; mutant is deficient in Zip1p loading onto chromosomes during meiosis",2336,14,C,UR,1,0.881066576,0.785019567,0.686333889,0.00991038
YDR050C,TPI1,"Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region",160,206,C,UR,1,0.603337416,0.655877748,0.735548102,0.009917367
YKR072C,SIS2,"Negative regulatory subunit of protein phosphatase 1 Ppz1p and also a subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex, which catalyzes the third step of coenzyme A biosynthesis",2155,9,C,UR,1,0.991831338,0.980491717,0.927309094,0.009964611
YHL033C,RPL8A,"Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein; mutation results in decreased amounts of free 60S subunits",352,50,C,UR,1,1.016027689,0.815294355,0.698292963,0.00999496
YOR125C,CAT5,Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation,1570,6,C,UR,1,0.650778066,0.764081931,0.87895208,0.010041743
YNL225C,CNM67,Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration,1839,6,C,UR,1,0.742534723,0.755902406,0.65097065,0.010045938
YMR178W,YMR178W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene,660,7,C,UR,1,0.894233901,1.020256187,1.097698758,0.010054729
YMR277W,FCP1,"Carboxy-terminal domain (CTD) phosphatase, essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p)",1451,5,C,UR,1,1.267922425,1.238663522,1.222424229,0.010061642
YGL184C,STR3,"Peroxisomal cystathionine beta-lyase, converts cystathionine into homocysteine; may be redox regulated by Gto1p",3898,3,C,UR,1,0.403185813,0.382601624,0.297702356,0.01009994
YAL034C,FUN19,Non-essential protein of unknown function; expression induced in response to heat stress,2973,2,C,UR,1,0.304742922,0.554137919,0.828034958,0.010145066
YPR037C,ERV2,"Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen, involved in disulfide bond formation within the ER",1956,2,C,UR,1,1.680713786,1.580309998,1.721050383,0.010154823
YHR103W,SBE22,Protein involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; involved in bud growth,2620,1,C,UR,1,0.998655936,0.878518598,0.702557663,0.010162863
YLR407W,YLR407W,Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus,2423,4,C,UR,1,1.70323784,1.362319066,1.344036078,0.010196431
YPL143W,RPL33A,"N-terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable",3284,2,C,UR,1,0.932397983,0.571847756,0.562417814,0.010217278
YCR046C,IMG1,"Mitochondrial ribosomal protein of the large subunit, required for respiration and for maintenance of the mitochondrial genome",3262,2,C,UR,1,0.782571816,0.728199518,0.730299224,0.010251834
YPR008W,HAA1,"Transcriptional activator involved in the transcription of TPO2, YRO2, and other genes putatively encoding membrane stress proteins; involved in adaptation to weak acid stress",3124,2,C,UR,1,0.689728368,0.801401896,0.793892848,0.010253499
YMR130W,YMR130W,Putative protein of unknown function; YMR130W is not an essential gene,1059,5,C,UR,1,1.378791234,1.371259931,1.248122836,0.010282962
YGR241C,YAP1802,"Protein involved in clathrin cage assembly; binds Pan1p and clathrin; homologous to Yap1801p, member of the AP180 protein family",1827,4,C,UR,1,1.674166461,1.514688326,1.54972359,0.010293208
YBR139W,YBR139W,"Putative serine type carboxypeptidase with a role in phytochelatin synthesis; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression induced by nitrogen limitation in a GLN3, GAT1-independent manner",494,11,C,UR,1,0.893164119,1.078547743,1.26213802,0.010319049
YNL208W,YNL208W,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi",3069,16,C,UR,1,0.836265144,1.050440769,1.206108845,0.010420994
YBL078C,ATG8,"Component of autophagosomes and Cvt vesicles; undergoes conjugation to phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation",3354,3,C,UR,1,0.827846483,1.181757519,1.375311034,0.010453854
YMR109W,MYO5,"One of two type I myosins; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization",481,30,C,UR,1,1.343120216,1.332679945,1.343184683,0.010472333
YNL153C,GIM3,Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it,1637,3,C,UR,1,0.562704977,0.5810259,0.458539043,0.010481119
YCR015C,YCR015C,Putative protein of unknown function; YCR015C is not an essential gene,2369,2,C,UR,1,1.024075404,1.122746658,1.357996287,0.010483925
YOR280C,FSH3,Putative serine hydrolase; likely target of Cyc8p-Tup1p-Rfx1p transcriptional regulation; sequence is similar to S. cerevisiae Fsh1p and Fsh2p and the human candidate tumor suppressor OVCA2,2377,6,C,UR,1,0.744232959,0.775642515,0.820128299,0.010495969
YOR253W,NAT5,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing",3053,3,C,UR,1,0.737647945,0.800921456,0.780789645,0.010502522
YLR403W,SFP1,"Transcription factor that controls expression of ribosome biogenesis genes in response to nutrients and stress, regulates G2/M transitions during mitotic cell cycle and DNA-damage response, modulates cell size; regulated by TORC1 and Mrs6p; can form the [ISP+] prion",1564,3,C,UR,1,0.799918328,0.765428102,0.746569244,0.010629156
YHR028C,DAP2,"Dipeptidyl aminopeptidase, synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p",439,7,C,UR,1,0.929780306,1.038276558,1.196768696,0.010661936
YOR109W,INP53,"Polyphosphatidylinositol phosphatase, dephosphorylates multiple phosphatidylinositols; involved in trans Golgi network-to-early endosome pathway; hyperosmotic stress causes translocation to actin patches; contains Sac1 and 5-ptase domains",1279,13,C,UR,1,1.45977986,1.370441517,1.373800101,0.010667871
YBL031W,SHE1,"Mitotic spindle protein that interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure",4051,1,C,UR,1,0.764537122,0.636029848,0.606214572,0.010682241
YKL086W,SRX1,"Sulfiredoxin, contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes",2672,1,C,UR,1,0.782706569,0.693717779,1.193645724,0.010773981
YPR183W,DPM1,"Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane, catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation",1926,20,C,UR,1,1.345262515,1.245699108,1.332096281,0.010791552
YAL010C,MDM10,"Subunit of both the ERMES complex that links the ER to mitochondria, and of the mitochondrial sorting and assembly machinery (SAM complex) that functions in import and assembly of outer membrane beta-barrel proteins",3014,5,C,UR,1,2.054043954,2.211473211,2.336994208,0.010817884
YKL193C,SDS22,"Conserved nuclear regulatory subunit of Glc7p type 1 protein serine-threonine phosphatase (PP1), functions positively with Glc7p to promote dephosphorylation of nuclear substrates required for chromosome transmission during mitosis",3268,18,C,UR,1,0.614399596,0.793287131,0.846346488,0.010860141
YML085C,TUB1,"Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules",464,34,C,UR,1,0.971499207,1.08718862,1.125910563,0.010862547
YIL123W,SIM1,"Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p) that may participate in DNA replication, promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated",2400,6,C,UR,1,0.537593436,1.007932045,0.456505617,0.010874084
YPR162C,ORC4,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing",2628,1,C,UR,1,2.758118918,1.892371376,1.654933406,0.010888516
YOR261C,RPN8,"Essential, non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p",1596,18,C,UR,1,1.086870431,1.12212372,1.143515311,0.010918745
YMR099C,YMR099C,"Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase), likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS",765,26,C,UR,1,1.088112756,1.206711509,1.244422387,0.010923784
YNL084C,END3,"EH domain-containing protein involved in endocytosis, actin cytoskeletal organization and cell wall morphogenesis; forms a complex with Sla1p and Pan1p",2066,18,C,UR,1,1.160509854,1.185124471,1.168482046,0.010971542
YKL129C,MYO3,"One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization",481,12,C,UR,1,1.40885977,1.377585766,1.454134513,0.01098114
YPL206C,PGC1,Phosphatidyl Glycerol phospholipase C; regulates the phosphatidylglycerol (PG) content via a phospholipase C-type degradation mechanism; contains glycerophosphodiester phosphodiesterase motifs,2312,2,C,UR,1,1.487285964,1.447476981,1.534588483,0.01098376
YER154W,OXA1,"Mitochondrial inner membrane insertase, mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane, interacts with mitochondrial ribosomes; conserved from bacteria to animals",3536,2,C,UR,1,2.267643376,2.184302563,1.94405434,0.011008154
YBR126W-A,YBR126W-A,"Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YBR126W-B; identified by gene-trapping, microarray analysis, and genome-wide homology searches",2609,2,C,UR,1,0.412983878,0.484578009,0.573617499,0.011068475
YML064C,TEM1,GTP-binding protein of the ras superfamily involved in termination of M-phase; controls actomyosin and septin dynamics during cytokinesis,2727,4,C,UR,1,1.556923963,1.592130339,1.51759691,0.011081385
YDR182W,CDC1,Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution,3037,3,C,UR,1,1.941800995,1.523620155,1.303728713,0.011177394
YHR068W,DYS1,"Deoxyhypusine synthase, catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric",572,39,C,UR,1,1.329767562,1.325927044,1.189575062,0.011195783
YJR100C,AIM25,Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1870,1,C,UR,1,0.633778081,0.650244332,0.686770126,0.011196547
