"ORF","Reactome.term"
"YKL035W","Glycogen synthesis"
"YKL035W","Metabolism of carbohydrates"
"YKL035W","Glycogen metabolism"
"YKL041W","Macroautophagy"
"YKL041W","Membrane Trafficking"
"YKL041W","Vesicle-mediated transport"
"YKL041W","Endosomal Sorting Complex Required For Transport (ESCRT)"
"YKL041W","Autophagy"
"YKL045W","Inhibition of replication initiation of damaged DNA by RB1/E2F1"
"YKL045W","E2F mediated regulation of DNA replication"
"YKL045W","Telomere Maintenance"
"YKL045W","Cell Cycle"
"YKL045W","Polymerase switching on the C-strand of the telomere"
"YKL045W","Telomere C-strand (Lagging Strand) Synthesis"
"YKL045W","Telomere C-strand synthesis initiation"
"YKL045W","Extension of Telomeres"
"YKL045W","Mitotic G1-G1/S phases"
"YKL045W","DNA replication initiation"
"YKL045W","Activation of the pre-replicative complex"
"YKL045W","DNA Replication Pre-Initiation"
"YKL045W","Polymerase switching"
"YKL045W","Leading Strand Synthesis"
"YKL045W","Removal of the Flap Intermediate"
"YKL045W","Processive synthesis on the lagging strand"
"YKL045W","Lagging Strand Synthesis"
"YKL045W","DNA strand elongation"
"YKL045W","G1/S Transition"
"YKL045W","Synthesis of DNA"
"YKL045W","S Phase"
"YKL045W","Cell Cycle, Mitotic"
"YKL045W","DNA Replication"
"YKL045W","Chromosome Maintenance"
"YKL049C","Signal Transduction"
"YKL049C","Cellular responses to stress"
"YKL049C","Oxidative Stress Induced Senescence"
"YKL049C","Cellular Senescence"
"YKL049C","ESR-mediated signaling"
"YKL049C","Cellular responses to external stimuli"
"YKL049C","Signaling by Nuclear Receptors"
"YKL049C","Estrogen-dependent gene expression"
"YKL053C-A","Generic Transcription Pathway"
"YKL053C-A","Transcriptional Regulation by TP53"
"YKL053C-A","TP53 Regulates Transcription of Cell Death Genes"
"YKL053C-A","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release"
"YKL053C-A","RNA Polymerase II Transcription"
"YKL053C-A","Gene expression (Transcription)"
"YKL058W","Signal Transduction"
"YKL058W","RNA Polymerase II Pre-transcription Events"
"YKL058W","RNA polymerase II transcribes snRNA genes"
"YKL058W","RNA Polymerase II Promoter Escape"
"YKL058W","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YKL058W","RNA Polymerase II Transcription"
"YKL058W","Gene expression (Transcription)"
"YKL058W","RNA Polymerase II Transcription Initiation"
"YKL058W","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YKL058W","ESR-mediated signaling"
"YKL058W","Signaling by Nuclear Receptors"
"YKL058W","Estrogen-dependent gene expression"
"YKL059C","Adaptive Immune System"
"YKL059C","Immune System"
"YKL059C","Antigen processing: Ubiquitination & Proteasome degradation"
"YKL059C","Class I MHC mediated antigen processing & presentation"
"YKL067W","Metabolism"
"YKL067W","Metabolism of nucleotides"
"YKL067W","Innate Immune System"
"YKL067W","Immune System"
"YKL067W","Interconversion of nucleotide di- and triphosphates"
"YKL067W","Neutrophil degranulation"
"YKL073W","Innate Immune System"
"YKL073W","Immune System"
"YKL073W","Membrane Trafficking"
"YKL073W","Cellular responses to stress"
"YKL073W","Regulation of HSF1-mediated heat shock response"
"YKL073W","HSP90 chaperone cycle for steroid hormone receptors (SHR)"
"YKL073W","Cellular response to heat stress"
"YKL073W","Attenuation phase"
"YKL073W","HSF1-dependent transactivation"
"YKL073W","Vesicle-mediated transport"
"YKL073W","Neutrophil degranulation"
"YKL073W","Clathrin-mediated endocytosis"
"YKL073W","Cellular responses to external stimuli"
"YKL080W","ROS and RNS production in phagocytes"
"YKL080W","Signal Transduction"
"YKL080W","Innate Immune System"
"YKL080W","Immune System"
"YKL080W","Cellular responses to stress"
"YKL080W","Transport of small molecules"
"YKL080W","Signaling by Insulin receptor"
"YKL080W","Insulin receptor recycling"
"YKL080W","Cellular responses to external stimuli"
"YKL080W","Signaling by Receptor Tyrosine Kinases"
"YKL080W","Iron uptake and transport"
"YKL080W","Transferrin endocytosis and recycling"
"YKL080W","Amino acids regulate mTORC1"
"YKL085W","The citric acid (TCA) cycle and respiratory electron transport"
"YKL085W","Metabolism"
"YKL085W","Gluconeogenesis"
"YKL085W","Glucose metabolism"
"YKL085W","Metabolism of carbohydrates"
"YKL085W","Citric acid cycle (TCA cycle)"
"YKL085W","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YKL088W","Metabolism"
"YKL088W","Coenzyme A biosynthesis"
"YKL088W","Metabolism of water-soluble vitamins and cofactors"
"YKL088W","Metabolism of vitamins and cofactors"
"YKL088W","Vitamin B5 (pantothenate) metabolism"
"YKL099C","Major pathway of rRNA processing in the nucleolus and cytosol"
"YKL099C","rRNA processing"
"YKL099C","rRNA processing in the nucleus and cytosol"
"YKL099C","Metabolism of RNA"
"YKL104C","Metabolism of proteins"
"YKL104C","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YKL104C","Asparagine N-linked glycosylation"
"YKL104C","Synthesis of UDP-N-acetyl-glucosamine"
"YKL104C","Synthesis of substrates in N-glycan biosythesis"
"YKL104C","Post-translational protein modification"
"YKL106W","Metabolism"
"YKL106W","Glyoxylate metabolism and glycine degradation"
"YKL106W","Gluconeogenesis"
"YKL106W","Glucose metabolism"
"YKL106W","Metabolism of amino acids and derivatives"
"YKL106W","Metabolism of carbohydrates"
"YKL106W","Aspartate and asparagine metabolism"
"YKL106W","Glutamate and glutamine metabolism"
"YKL107W","Signal Transduction"
"YKL107W","Signaling by Retinoic Acid"
"YKL107W","RA biosynthesis pathway"
"YKL107W","Signaling by Nuclear Receptors"
"YKL113C","Cell Cycle"
"YKL113C","Removal of the Flap Intermediate"
"YKL113C","Processive synthesis on the lagging strand"
"YKL113C","Lagging Strand Synthesis"
"YKL113C","DNA strand elongation"
"YKL113C","Synthesis of DNA"
"YKL113C","S Phase"
"YKL113C","Cell Cycle, Mitotic"
"YKL113C","DNA Replication"
"YKL117W","Metabolism"
"YKL117W","Signal Transduction"
"YKL117W","Arachidonic acid metabolism"
"YKL117W","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"
"YKL117W","Cellular responses to stress"
"YKL117W","HSF1 activation"
"YKL117W","Cellular response to heat stress"
"YKL117W","Metabolism of lipids"
"YKL117W","ESR-mediated signaling"
"YKL117W","Cellular responses to external stimuli"
"YKL117W","Fatty acid metabolism"
"YKL117W","Signaling by Nuclear Receptors"
"YKL122C","SRP-dependent cotranslational protein targeting to membrane"
"YKL122C","Metabolism of proteins"
"YKL122C","Translation"
"YKL125W","RNA Polymerase I Transcription Initiation"
"YKL125W","RNA Polymerase I Promoter Escape"
"YKL125W","RNA Polymerase I Promoter Clearance"
"YKL125W","RNA Polymerase I Transcription"
"YKL125W","Gene expression (Transcription)"
"YKL126W","PI3K Cascade"
"YKL126W","IRS-mediated signalling"
"YKL126W","Signaling by ERBB2"
"YKL126W","PIP3 activates AKT signaling"
"YKL126W","Cytokine Signaling in Immune system"
"YKL126W","Adaptive Immune System"
"YKL126W","Downregulation of ERBB2:ERBB3 signaling"
"YKL126W","Metabolism"
"YKL126W","Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"
"YKL126W","Signal Transduction"
"YKL126W","Activation of AKT2"
"YKL126W","Immune System"
"YKL126W","Signaling by VEGF"
"YKL126W","Metabolism of vitamins and cofactors"
"YKL126W","AKT phosphorylates targets in the nucleus"
"YKL126W","Negative regulation of the PI3K/AKT network"
"YKL126W","Metabolism of nitric oxide: eNOS activation and regulation"
"YKL126W","eNOS activation"
"YKL126W","Generic Transcription Pathway"
"YKL126W","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"YKL126W","IGF1R signaling cascade"
"YKL126W","IRS-related events triggered by IGF1R"
"YKL126W","Transcriptional Regulation by TP53"
"YKL126W","Signaling by GPCR"
"YKL126W","GPCR downstream signalling"
"YKL126W","Costimulation by the CD28 family"
"YKL126W","CD28 co-stimulation"
"YKL126W","CD28 dependent PI3K/Akt signaling"
"YKL126W","CTLA4 inhibitory signaling"
"YKL126W","G beta:gamma signalling through PI3Kgamma"
"YKL126W","G-protein beta:gamma signalling"
"YKL126W","VEGFA-VEGFR2 Pathway"
"YKL126W","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
"YKL126W","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YKL126W","VEGFR2 mediated vascular permeability"
"YKL126W","Regulation of TP53 Activity"
"YKL126W","Regulation of TP53 Degradation"
"YKL126W","Regulation of TP53 Activity through Acetylation"
"YKL126W","Regulation of TP53 Expression and Degradation"
"YKL126W","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"YKL126W","RNA Polymerase II Transcription"
"YKL126W","Gene expression (Transcription)"
"YKL126W","Insulin receptor signalling cascade"
"YKL126W","Signaling by Insulin receptor"
"YKL126W","Downregulation of ERBB2 signaling"
"YKL126W","ESR-mediated signaling"
"YKL126W","Metabolism of RNA"
"YKL126W","Metabolism of cofactors"
"YKL126W","Intracellular signaling by second messengers"
"YKL126W","Signaling by Nuclear Receptors"
"YKL126W","Signaling by Receptor Tyrosine Kinases"
"YKL126W","Extra-nuclear estrogen signaling"
"YKL126W","FLT3 Signaling"
"YKL127W","Metabolism"
"YKL127W","Innate Immune System"
"YKL127W","Immune System"
"YKL127W","Glycogen synthesis"
"YKL127W","Neutrophil degranulation"
"YKL127W","Metabolism of carbohydrates"
"YKL127W","Glycogen metabolism"
"YKL135C","Developmental Biology"
"YKL135C","Plasma lipoprotein assembly, remodeling, and clearance"
"YKL135C","Membrane Trafficking"
"YKL135C","trans-Golgi Network Vesicle Budding"
"YKL135C","L1CAM interactions"
"YKL135C","Transport of small molecules"
"YKL135C","Axon guidance"
"YKL135C","Lysosome Vesicle Biogenesis"
"YKL135C","Golgi Associated Vesicle Biogenesis"
"YKL135C","Recycling pathway of L1"
"YKL135C","Vesicle-mediated transport"
"YKL135C","Cargo recognition for clathrin-mediated endocytosis"
"YKL135C","Clathrin-mediated endocytosis"
"YKL135C","VLDLR internalisation and degradation"
"YKL135C","LDL clearance"
"YKL135C","Plasma lipoprotein clearance"
"YKL139W","Innate Immune System"
"YKL139W","Immune System"
"YKL139W","Generic Transcription Pathway"
"YKL139W","Transcriptional Regulation by TP53"
"YKL139W","TP53 Regulates Transcription of DNA Repair Genes"
"YKL139W","Neutrophil degranulation"
"YKL139W","RNA Polymerase II Transcription"
"YKL139W","Gene expression (Transcription)"
"YKL144C","RNA Polymerase III Transcription"
"YKL144C","Gene expression (Transcription)"
"YKL144C","RNA Polymerase III Transcription Initiation"
"YKL144C","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YKL144C","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YKL145W","Antigen processing-Cross presentation"
"YKL145W","Cross-presentation of soluble exogenous antigens (endosomes)"
"YKL145W","Cytokine Signaling in Immune system"
"YKL145W","Adaptive Immune System"
"YKL145W","Innate Immune System"
"YKL145W","Immune System"
"YKL145W","Metabolism of proteins"
"YKL145W","TNFR2 non-canonical NF-kB pathway"
"YKL145W","Deubiquitination"
"YKL145W","UCH proteinases"
"YKL145W","Ub-specific processing proteases"
"YKL145W","Post-translational protein modification"
"YKL145W","Neutrophil degranulation"
"YKL145W","Class I MHC mediated antigen processing & presentation"
"YKL146W","Metabolism"
"YKL146W","Amino acid transport across the plasma membrane"
"YKL146W","Transport of small molecules"
"YKL146W","Transport of inorganic cations/anions and amino acids/oligopeptides"
"YKL146W","SLC-mediated transmembrane transport"
"YKL146W","Proton-coupled neutral amino acid transporters"
"YKL146W","Tryptophan catabolism"
"YKL146W","Metabolism of amino acids and derivatives"
"YKL148C","The citric acid (TCA) cycle and respiratory electron transport"
"YKL148C","Metabolism"
"YKL148C","Citric acid cycle (TCA cycle)"
"YKL148C","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YKL151C","Metabolism"
"YKL151C","Nicotinate metabolism"
"YKL151C","Metabolism of water-soluble vitamins and cofactors"
"YKL151C","Metabolism of vitamins and cofactors"
"YKL151C","Nicotinamide salvaging"
"YKL156W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YKL156W","SRP-dependent cotranslational protein targeting to membrane"
"YKL156W","Metabolism of proteins"
"YKL156W","Eukaryotic Translation Initiation"
"YKL156W","Formation of a pool of free 40S subunits"
"YKL156W","Formation of the ternary complex, and subsequently, the 43S complex"
"YKL156W","Ribosomal scanning and start codon recognition"
"YKL156W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YKL156W","Cap-dependent Translation Initiation"
"YKL156W","Translation"
"YKL156W","Metabolism of RNA"
"YKL156W","Nonsense-Mediated Decay (NMD)"
"YKL156W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YKL156W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YKL157W","Adaptive Immune System"
"YKL157W","Innate Immune System"
"YKL157W","Immune System"
"YKL157W","Neutrophil degranulation"
"YKL157W","Antigen processing: Ubiquitination & Proteasome degradation"
"YKL157W","Class I MHC mediated antigen processing & presentation"
"YKL157W","Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
"YKL165C","Synthesis of glycosylphosphatidylinositol (GPI)"
"YKL165C","Post-translational modification: synthesis of GPI-anchored proteins"
"YKL165C","Metabolism of proteins"
"YKL165C","Post-translational protein modification"
"YKL166C","Hemostasis"
"YKL166C","Opioid Signalling"
"YKL166C","PKA-mediated phosphorylation of CREB"
"YKL166C","Calmodulin induced events"
"YKL166C","Ca-dependent events"
"YKL166C","CaM pathway"
"YKL166C","G-protein mediated events"
"YKL166C","PLC beta mediated events"
"YKL166C","Neurotransmitter receptors and postsynaptic signal transmission"
"YKL166C","Transmission across Chemical Synapses"
"YKL166C","Neuronal System"
"YKL166C","Metabolism"
"YKL166C","DAG and IP3 signaling"
"YKL166C","Signal Transduction"
"YKL166C","Glucagon signaling in metabolic regulation"
"YKL166C","PKA activation"
"YKL166C","Integration of energy metabolism"
"YKL166C","PKA activation in glucagon signalling"
"YKL166C","DARPP-32 events"
"YKL166C","Signaling by GPCR"
"YKL166C","Transport of small molecules"
"YKL166C","GPCR downstream signalling"
"YKL166C","G alpha (i) signalling events"
"YKL166C","Vasopressin regulates renal water homeostasis via Aquaporins"
"YKL166C","Post NMDA receptor activation events"
"YKL166C","CREB1 phosphorylation through the activation of Adenylate Cyclase"
"YKL166C","Activation of NMDA receptors and postsynaptic events"
"YKL166C","Aquaporin-mediated transport"
"YKL166C","Signaling by Hedgehog"
"YKL166C","Hedgehog 'off' state"
"YKL166C","MAPK family signaling cascades"
"YKL166C","MAPK6/MAPK4 signaling"
"YKL166C","Intracellular signaling by second messengers"
"YKL166C","Factors involved in megakaryocyte development and platelet production"
"YKL171W","Opioid Signalling"
"YKL171W","CaMK IV-mediated phosphorylation of CREB"
"YKL171W","Calmodulin induced events"
"YKL171W","Ca-dependent events"
"YKL171W","CaM pathway"
"YKL171W","G-protein mediated events"
"YKL171W","PLC beta mediated events"
"YKL171W","Neurotransmitter receptors and postsynaptic signal transmission"
"YKL171W","Transmission across Chemical Synapses"
"YKL171W","Neuronal System"
"YKL171W","Cytokine Signaling in Immune system"
"YKL171W","DAG and IP3 signaling"
"YKL171W","Signal Transduction"
"YKL171W","Toll Like Receptor 4 (TLR4) Cascade"
"YKL171W","MyD88:MAL(TIRAP) cascade initiated on plasma membrane"
"YKL171W","MyD88-independent TLR4 cascade "
"YKL171W","Signaling by NTRKs"
"YKL171W","Signalling to RAS"
"YKL171W","Toll Like Receptor 9 (TLR9) Cascade"
"YKL171W","Toll Like Receptor 10 (TLR10) Cascade"
"YKL171W","Toll Like Receptor 3 (TLR3) Cascade"
"YKL171W","Toll Like Receptor 5 (TLR5) Cascade"
"YKL171W","Toll Like Receptor TLR1:TLR2 Cascade"
"YKL171W","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"YKL171W","Toll Like Receptor TLR6:TLR2 Cascade"
"YKL171W","Innate Immune System"
"YKL171W","Immune System"
"YKL171W","Toll-like Receptor Cascades"
"YKL171W","p38MAPK events"
"YKL171W","Toll Like Receptor 2 (TLR2) Cascade"
"YKL171W","Signaling by NTRK1 (TRKA)"
"YKL171W","Signalling to ERKs"
"YKL171W","Signaling by VEGF"
"YKL171W","Cellular responses to stress"
"YKL171W","Oxidative Stress Induced Senescence"
"YKL171W","Cellular Senescence"
"YKL171W","Regulation of HSF1-mediated heat shock response"
"YKL171W","Cellular response to heat stress"
"YKL171W","Signaling by GPCR"
"YKL171W","GPCR downstream signalling"
"YKL171W","G alpha (i) signalling events"
"YKL171W","Post NMDA receptor activation events"
"YKL171W","VEGFA-VEGFR2 Pathway"
"YKL171W","CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde"
"YKL171W","Activation of NMDA receptors and postsynaptic events"
"YKL171W","Interleukin-17 signaling"
"YKL171W","Signaling by Interleukins"
"YKL171W","MAP kinase activation"
"YKL171W","activated TAK1 mediates p38 MAPK activation"
"YKL171W","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
"YKL171W","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
"YKL171W","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YKL171W","MAPK family signaling cascades"
"YKL171W","MAPK6/MAPK4 signaling"
"YKL171W","Metabolism of RNA"
"YKL171W","Cellular responses to external stimuli"
"YKL171W","Intracellular signaling by second messengers"
"YKL171W","Signaling by Receptor Tyrosine Kinases"
"YKL171W","TRIF(TICAM1)-mediated TLR4 signaling "
"YKL171W","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"YKL171W","MyD88 dependent cascade initiated on endosome"
"YKL171W","MyD88 cascade initiated on plasma membrane"
"YKL172W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YKL172W","rRNA processing"
"YKL172W","rRNA processing in the nucleus and cytosol"
"YKL172W","Metabolism of RNA"
"YKL180W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YKL180W","SRP-dependent cotranslational protein targeting to membrane"
"YKL180W","Metabolism of proteins"
"YKL180W","Eukaryotic Translation Initiation"
"YKL180W","Formation of a pool of free 40S subunits"
"YKL180W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YKL180W","Cap-dependent Translation Initiation"
"YKL180W","Translation"
"YKL180W","Metabolism of RNA"
"YKL180W","Nonsense-Mediated Decay (NMD)"
"YKL180W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YKL180W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YKL181W","Metabolism"
"YKL181W","Pentose phosphate pathway"
"YKL181W","Metabolism of carbohydrates"
"YKL181W","5-Phosphoribose 1-diphosphate biosynthesis"
"YKL184W","Metabolism"
"YKL184W","Agmatine biosynthesis"
"YKL184W","Metabolism of polyamines"
"YKL184W","Metabolism of amino acids and derivatives"
"YKL189W","Innate Immune System"
"YKL189W","Immune System"
"YKL189W","Neutrophil degranulation"
"YKL190W","Signal Transduction"
"YKL190W","Innate Immune System"
"YKL190W","Immune System"
"YKL190W","Signaling by WNT"
"YKL190W","Fc epsilon receptor (FCERI) signaling"
"YKL190W","FCERI mediated Ca+2 mobilization"
"YKL190W","Beta-catenin independent WNT signaling"
"YKL190W","Ca2+ pathway"
"YKL190W","CLEC7A (Dectin-1) induces NFAT activation"
"YKL190W","CLEC7A (Dectin-1) signaling"
"YKL190W","C-type lectin receptors (CLRs)"
"YKL191W","Gamma carboxylation, hypusine formation and arylsulfatase activation"
"YKL191W","Metabolism of proteins"
"YKL191W","Synthesis of diphthamide-EEF2"
"YKL191W","Post-translational protein modification"
"YKL196C","ER to Golgi Anterograde Transport"
"YKL196C","Membrane Trafficking"
"YKL196C","COPII-mediated vesicle transport"
"YKL196C","Metabolism of proteins"
"YKL196C","Asparagine N-linked glycosylation"
"YKL196C","Vesicle-mediated transport"
"YKL196C","Post-translational protein modification"
"YKL196C","COPI-mediated anterograde transport"
"YKL196C","Intra-Golgi traffic"
"YKL196C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YKL196C","Transport to the Golgi and subsequent modification"
"YKL203C","PIP3 activates AKT signaling"
"YKL203C","Adaptive Immune System"
"YKL203C","Signal Transduction"
"YKL203C","Immune System"
"YKL203C","Signaling by VEGF"
"YKL203C","Generic Transcription Pathway"
"YKL203C","Cellular responses to stress"
"YKL203C","Cellular response to heat stress"
"YKL203C","HSF1-dependent transactivation"
"YKL203C","Transcriptional Regulation by TP53"
"YKL203C","Costimulation by the CD28 family"
"YKL203C","CD28 co-stimulation"
"YKL203C","CD28 dependent PI3K/Akt signaling"
"YKL203C","VEGFA-VEGFR2 Pathway"
"YKL203C","VEGFR2 mediated vascular permeability"
"YKL203C","Regulation of TP53 Activity"
"YKL203C","Regulation of TP53 Degradation"
"YKL203C","Regulation of TP53 Expression and Degradation"
"YKL203C","RNA Polymerase II Transcription"
"YKL203C","Gene expression (Transcription)"
"YKL203C","Cellular responses to external stimuli"
"YKL203C","Intracellular signaling by second messengers"
"YKL203C","Signaling by Receptor Tyrosine Kinases"
"YKL203C","Amino acids regulate mTORC1"
"YKL209C","Membrane Trafficking"
"YKL209C","Transport of small molecules"
"YKL209C","ABC-family proteins mediated transport"
"YKL209C","Vesicle-mediated transport"
"YKL209C","Cargo recognition for clathrin-mediated endocytosis"
"YKL209C","Clathrin-mediated endocytosis"
"YKL212W","Metabolism"
"YKL212W","Synthesis of PIPs at the ER membrane"
"YKL212W","PI Metabolism"
"YKL212W","Phospholipid metabolism"
"YKL212W","Synthesis of PIPs at the Golgi membrane"
"YKL212W","Synthesis of PIPs at the early endosome membrane"
"YKL212W","Metabolism of lipids"
"YKL213C","Adaptive Immune System"
"YKL213C","Immune System"
"YKL213C","Metabolism of proteins"
"YKL213C","Post-translational protein modification"
"YKL213C","Neddylation"
"YKL213C","Antigen processing: Ubiquitination & Proteasome degradation"
"YKL213C","Class I MHC mediated antigen processing & presentation"
"YKL215C","Metabolism"
"YKL215C","Phase II - Conjugation of compounds"
"YKL215C","Glutathione conjugation"
"YKL215C","Glutathione synthesis and recycling"
"YKL215C","Biological oxidations"
"YKL218C","Metabolism"
"YKL218C","Metabolism of amino acids and derivatives"
"YKL218C","Serine biosynthesis"
"YKL221W","Amino acid transport across the plasma membrane"
"YKL221W","Transport of small molecules"
"YKL221W","Transport of inorganic cations/anions and amino acids/oligopeptides"
"YKL221W","Transport of vitamins, nucleosides, and related molecules"
"YKL221W","SLC-mediated transmembrane transport"
"YKL221W","Transport of organic anions"
"YKR003W","Metabolism"
"YKR003W","Acyl chain remodelling of PS"
"YKR003W","Glycerophospholipid biosynthesis"
"YKR003W","Phospholipid metabolism"
"YKR003W","Metabolism of lipids"
"YKR009C","Metabolism"
"YKR009C","Synthesis of bile acids and bile salts"
"YKR009C","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"
"YKR009C","Bile acid and bile salt metabolism"
"YKR009C","alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"
"YKR009C","alpha-linolenic acid (ALA) metabolism"
"YKR009C","Beta-oxidation of pristanoyl-CoA"
"YKR009C","Beta-oxidation of very long chain fatty acids"
"YKR009C","Peroxisomal lipid metabolism"
"YKR009C","Metabolism of lipids"
"YKR009C","Metabolism of steroids"
"YKR009C","Fatty acid metabolism"
"YKR009C","Peroxisomal protein import"
"YKR009C","Protein localization"
"YKR014C","Innate Immune System"
"YKR014C","Immune System"
"YKR014C","Membrane Trafficking"
"YKR014C","Metabolism of proteins"
"YKR014C","Vesicle-mediated transport"
"YKR014C","Post-translational protein modification"
"YKR014C","Neutrophil degranulation"
"YKR014C","Clathrin-mediated endocytosis"
"YKR014C","RAB geranylgeranylation"
"YKR014C","RAB GEFs exchange GTP for GDP on RABs"
"YKR014C","Rab regulation of trafficking"
"YKR017C","Adaptive Immune System"
"YKR017C","Immune System"
"YKR017C","Antigen processing: Ubiquitination & Proteasome degradation"
"YKR017C","Class I MHC mediated antigen processing & presentation"
"YKR019C","Hemostasis"
"YKR019C","Factors involved in megakaryocyte development and platelet production"
"YKR025W","RNA Polymerase III Transcription"
"YKR025W","Gene expression (Transcription)"
"YKR025W","RNA Polymerase III Transcription Initiation"
"YKR025W","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YKR025W","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YKR026C","Metabolism of proteins"
"YKR026C","Eukaryotic Translation Initiation"
"YKR026C","Recycling of eIF2:GDP"
"YKR026C","Cap-dependent Translation Initiation"
"YKR026C","Translation"
"YKR028W","ER to Golgi Anterograde Transport"
"YKR028W","Membrane Trafficking"
"YKR028W","COPII-mediated vesicle transport"
"YKR028W","Metabolism of proteins"
"YKR028W","Asparagine N-linked glycosylation"
"YKR028W","Vesicle-mediated transport"
"YKR028W","Post-translational protein modification"
"YKR028W","Transport to the Golgi and subsequent modification"
"YKR031C","Metabolism"
"YKR031C","Synthesis of PA"
"YKR031C","Glycerophospholipid biosynthesis"
"YKR031C","Phospholipid metabolism"
"YKR031C","Innate Immune System"
"YKR031C","Immune System"
"YKR031C","Fcgamma receptor (FCGR) dependent phagocytosis"
"YKR031C","Role of phospholipids in phagocytosis"
"YKR031C","Metabolism of lipids"
"YKR031C","Neutrophil degranulation"
"YKR034W","Signal Transduction"
"YKR034W","ESR-mediated signaling"
"YKR034W","Signaling by Nuclear Receptors"
"YKR034W","Estrogen-dependent gene expression"
"YKR053C","Metabolism"
"YKR053C","Sphingolipid de novo biosynthesis"
"YKR053C","Sphingolipid metabolism"
"YKR053C","Metabolism of lipids"
"YKR054C","Innate Immune System"
"YKR054C","Immune System"
"YKR054C","Neutrophil degranulation"
"YKR055W","Signal Transduction"
"YKR055W","Innate Immune System"
"YKR055W","Immune System"
"YKR055W","Signaling by Rho GTPases"
"YKR055W","Rho GTPase cycle"
"YKR055W","RHO GTPase Effectors"
"YKR055W","Signaling by GPCR"
"YKR055W","GPCR downstream signalling"
"YKR055W","G alpha (12/13) signalling events"
"YKR055W","RHO GTPases activate PKNs"
"YKR055W","Neutrophil degranulation"
"YKR057W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YKR057W","SRP-dependent cotranslational protein targeting to membrane"
"YKR057W","Metabolism of proteins"
"YKR057W","Eukaryotic Translation Initiation"
"YKR057W","Formation of a pool of free 40S subunits"
"YKR057W","Formation of the ternary complex, and subsequently, the 43S complex"
"YKR057W","Ribosomal scanning and start codon recognition"
"YKR057W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YKR057W","Cap-dependent Translation Initiation"
"YKR057W","Translation"
"YKR057W","Metabolism of RNA"
"YKR057W","Nonsense-Mediated Decay (NMD)"
"YKR057W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YKR057W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YKR058W","Metabolism"
"YKR058W","Glycogen synthesis"
"YKR058W","Glycogen breakdown (glycogenolysis)"
"YKR058W","Metabolism of carbohydrates"
"YKR058W","Glycogen metabolism"
"YKR059W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YKR059W","Metabolism of proteins"
"YKR059W","Eukaryotic Translation Initiation"
"YKR059W","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
"YKR059W","Ribosomal scanning and start codon recognition"
"YKR059W","Cap-dependent Translation Initiation"
"YKR059W","Translation"
"YKR062W","RNA Polymerase II Pre-transcription Events"
"YKR062W","RNA polymerase II transcribes snRNA genes"
"YKR062W","RNA Polymerase II Promoter Escape"
"YKR062W","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YKR062W","RNA Polymerase II Transcription"
